ID,Name,Age,Potential,Value,Height,Weight,SprintSpeed,Stamina,Strength,Balance,Agility
204333,N. Dams,28,67,625000,182.88,77.11,58,68,72,61,65
204334,I. Gelios,26,66,270000,190.5,76.2,42,36,61,39,41
204337,G. N£ez,30,72,2900000,180.34,81.19,79,74,81,54,76
204338,C. Kerbrat,31,76,5000000,185.42,73.94,66,73,77,62,60
204341,Lus Neto,30,77,0,187.96,71.21,59,72,72,61,69
204346,Fede Vico,23,76,2400000,167.64,63.96,73,64,45,90,84
204347,Bernardo,24,78,2800000,190.5,84.82,46,63,89,34,59
204348,J. Allansson,25,67,550000,175.26,68.95,53,67,56,90,78
204349,I. ehi,29,66,425000,190.5,78.93,35,32,35,26,26
204350,A. Trajkovski,25,72,1300000,180.34,78.02,71,64,63,63,75
204352,D. Arslanagic,25,75,2600000,190.5,87.09,45,66,84,49,41
204353,C. Forsyth,29,70,1300000,187.96,83.01,64,76,73,55,58
204354,J. Alnwick,25,72,725000,187.96,82.1,53,41,60,52,50
204355,P. Dummett,26,76,6500000,182.88,82.1,68,79,74,74,61
204366,J. Locadia,24,79,9000000,185.42,87.09,76,68,78,63,66
204367,B. van Leer,26,76,4700000,187.96,79.83,42,35,55,57,43
204370,S. van de Streek,25,74,3800000,182.88,73.94,70,77,62,70,69
204371,H. Ben Moussa,26,65,450000,180.34,73.94,69,67,62,67,72
204372,E. Basan,26,72,2800000,177.8,66.22,78,62,51,79,79
204380,J. Brinkies,25,72,825000,187.96,87.09,52,42,66,52,55
204383,B. McNamee,26,66,550000,175.26,78.02,73,69,48,77,78
204385,S. Garca,27,78,11000000,180.34,79.83,66,75,88,68,68
204386,D. Koppers,26,68,725000,177.8,72.12,70,73,63,75,66
204387,Juan Carlos,27,71,2500000,182.88,72.12,63,70,56,68,74
204388,A. Wiegel,26,68,750000,177.8,69.85,80,77,69,75,82
204396,H. Bos,25,60,150000,172.72,63.96,65,42,51,82,73
204397,N. Bakker,25,68,575000,187.96,81.19,67,49,75,59,45
204399,E. Zahavi,30,80,14500000,182.88,71.21,72,74,68,72,88
204401,Diogo Figueiras,27,75,5000000,167.64,63.96,84,77,37,90,87
204406,G. Achilier,33,71,950000,177.8,84.82,42,68,82,47,36
204412,G. Saville,25,76,4900000,175.26,73.03,63,91,66,73,72
204420,J. Sternberg,25,67,550000,182.88,77.11,72,77,67,62,68
204422,D. McGowan,26,68,750000,185.42,79.83,48,76,78,62,55
204424,P. Izzo,23,72,725000,182.88,81.19,47,33,63,59,48
204426,J. Melling,23,63,260000,175.26,71.21,64,70,72,71,74
204427,S. Parker,25,72,1200000,180.34,78.02,78,49,68,74,75
204437,A. Tozzo,25,66,240000,193.04,83.91,36,21,37,16,26
204438,C. Diop,24,66,325000,185.42,76.2,33,32,61,33,24
204442,D. Mohamed,29,68,700000,182.88,73.03,72,82,66,64,71
204444,Y. Wildschut,26,69,1100000,187.96,86.18,84,66,79,66,71
204445,M. Smith,29,67,575000,180.34,71.21,79,76,75,81,74
204447,F. Lucioni,30,73,3000000,185.42,79.83,50,64,75,55,56
204449,S. Marzo,27,67,625000,180.34,68.95,67,83,64,72,68
204450,P. Diamanka,28,74,4600000,182.88,72.12,76,85,77,42,73
204451,K. GÅnter,23,75,2000000,182.88,78.93,68,65,75,60,61
204458,A. Oshilaja,25,71,825000,180.34,74.84,84,76,84,62,71
204459,B. Nugent,24,64,270000,195.58,83.01,45,58,83,31,49
204464,J. Ralls,24,79,7500000,177.8,69.85,61,77,58,68,71
204468,T. Weilandt,26,70,1200000,185.42,73.03,74,62,63,69,74
204472,B. Sarr,26,79,9000000,177.8,64.86,83,77,68,76,76
204474,Dani Nieto,27,69,1100000,172.72,59.87,85,75,40,93,88
204475,Lobato,29,68,875000,180.34,72.12,71,50,62,83,78
204476,T. Beugelsdijk,27,72,2600000,193.04,78.93,47,64,83,32,34
204485,R. Mahrez,27,85,40500000,177.8,67.13,83,76,54,88,93
204489,S. Elbers,26,69,1100000,172.72,66.22,82,69,49,75,74
204492,P. Breier,26,65,525000,185.42,77.11,63,76,70,67,66
204493,R. Holzhauser,25,76,3400000,193.04,83.91,41,72,86,42,57
204494,A. Riemann,26,59,170000,182.88,78.02,73,59,68,69,68
204496,P. Bauer,25,74,1900000,193.04,88,31,51,90,34,41
204497,K. Stger,24,80,9000000,175.26,74.84,66,77,60,77,76
204499,R. Inniss,23,73,775000,195.58,83.91,37,67,86,29,30
204501,D. Leadbitter,27,60,170000,182.88,76.2,86,68,66,52,75
204502,M. Ingram,24,73,600000,190.5,82.1,39,21,57,28,57
204504,F. Lewis,25,70,800000,180.34,74.84,88,64,65,71,77
204506,M. van Buren,25,73,2300000,182.88,73.03,82,63,71,70,70
204513,M. Dupe,25,71,900000,187.96,88,42,21,71,39,35
204515,S. Sama,25,68,425000,187.96,87.09,63,52,81,50,55
204519,C. Martina,28,71,1900000,185.42,77.11,65,76,71,59,67
204523,Ruben Pardo,25,78,8000000,180.34,68.95,65,55,57,74,72
204525,Iigo Martnez,27,80,12000000,182.88,77.11,74,71,78,64,67
204526,Hervas,25,76,5000000,175.26,68.04,78,84,38,74,84
204528,W. Jordan,27,63,400000,180.34,87.09,51,63,74,58,64
204529,M. Batshuayi,24,84,19500000,185.42,78.02,76,66,78,76,75
204534,N. Ramos,36,67,100000,187.96,83.01,18,34,30,27,19
204538,R. Ruidaz,27,76,8000000,170.18,66.22,86,76,49,79,83
204539,L. Advncula,28,74,4400000,177.8,79.83,94,80,74,76,80
204542,Y. Yot£n,28,73,4000000,172.72,68.04,63,85,59,77,83
204549,D. Roef,24,77,3700000,187.96,86.18,48,37,73,49,45
204550,V. Ibarbo,28,72,3200000,187.96,78.93,93,79,86,46,78
204554,R. Bennett,26,65,475000,190.5,76.2,76,80,77,63,69
204555,R. lvarez,30,75,6500000,187.96,83.91,59,65,73,56,73
204612,O. Selnës,23,80,8500000,187.96,77.11,66,80,69,66,70
204614,Mario Rui,27,80,11500000,170.18,67.13,83,91,54,89,88
204616,A. Almici,25,71,925000,177.8,74.84,85,86,76,60,72
204619,D. De Belder,26,69,925000,182.88,72.12,72,72,68,66,70
204622,J. Meekings,25,69,675000,182.88,78.02,77,71,82,48,61
204626,T. Grgaard,24,74,900000,180.34,71.21,73,76,69,81,77
204635,S. Jombati,30,64,325000,182.88,74.84,65,81,76,55,74
204637,J. Derstroff,26,66,625000,182.88,74.84,81,61,60,69,75
204638,W. Orban,25,81,13000000,185.42,83.01,53,67,85,56,48
204639,S. Savi,27,86,26000000,187.96,78.93,61,58,77,49,61
204644,S. Kroon,25,70,950000,182.88,73.03,85,61,57,67,81
204676,Gus Ledes,25,73,1900000,172.72,69.85,66,75,66,80,80
204677,Oriol Rosell,25,73,1100000,182.88,76.2,51,64,73,57,59
204682,Rafael Lopes,26,73,3700000,185.42,78.93,54,81,77,65,64
204684,M. Seuntjens,26,72,2100000,187.96,81.19,71,78,76,70,67
204687,P. Olkowski,28,71,1900000,182.88,76.2,79,81,72,65,73
204688,S. Schwab,27,72,2200000,182.88,78.02,73,84,84,68,65
204689,I. Ouedraogo,29,65,550000,177.8,78.02,84,70,72,67,75
204690,P. Hosiner,29,69,1100000,177.8,78.93,79,68,59,78,74
204699,L. Melgarejo,27,74,6000000,177.8,74.84,83,79,61,76,77
204701,S. Khelifi,24,75,2400000,172.72,64.86,78,63,36,90,90
204709,D. Rubio,25,73,1400000,177.8,77.11,66,70,61,77,73
204713,J. Campbell,26,77,9000000,177.8,72.12,83,66,73,76,84
204714,Yu Ji Hoon,30,63,270000,172.72,66.22,79,82,45,79,64
204721,Lee Jong Won,29,60,160000,175.26,69.85,59,64,71,78,72
204722,Choi Jong Hoan,30,64,325000,177.8,72.12,72,81,70,76,73
204725,Lee Bum Soo,27,62,200000,190.5,84.82,57,23,64,43,44
204727,H. Dahmani,30,65,500000,177.8,78.02,79,85,66,72,78
204730,J. Schoop,29,67,725000,175.26,72.12,71,75,70,78,73
204731,Joozinho,28,69,825000,185.42,72.12,66,76,62,66,65
204737,Salvador Agra,26,70,1900000,165.1,60.78,91,72,32,91,90
204738,R. Ibarra,27,74,6000000,175.26,68.95,90,79,70,75,84
204757,Too Garca,28,76,6000000,177.8,68.95,84,82,64,80,77
204760,C. Taylor,24,78,6000000,185.42,69.85,72,74,69,71,72
204761,G. Hall,26,70,900000,190.5,71.21,62,65,78,44,55
204762,T. Schilk,26,65,375000,187.96,74.84,83,74,75,54,52
204763,P. Steinhart,25,69,675000,182.88,69.85,73,79,67,69,71
204771,R. Baca,28,71,2400000,170.18,64.86,79,89,64,75,71
204773,M. Jeannin,27,65,350000,187.96,81.19,50,27,77,57,37
204776,T. Leistner,27,74,3800000,190.5,89.81,67,72,85,54,45
204782,S. Yesil,24,70,725000,180.34,72.12,73,64,58,79,83
204783,Felipe,25,69,500000,175.26,66.22,65,65,54,67,69
204785,M. Mandron,23,70,525000,190.5,82.1,58,78,80,53,65
204787,C. McHugh,25,67,550000,182.88,84.82,58,82,79,77,73
204790,S. Auer,27,64,375000,175.26,73.94,74,77,70,72,73
204814,N. Erlbeck,25,66,375000,182.88,78.93,67,68,68,67,63
204816,M. Koch,23,73,900000,195.58,78.02,34,60,76,35,59
204817,M. Ospitalieri,26,67,525000,180.34,71.21,69,63,69,61,56
204819,E. Sala,27,78,11000000,187.96,83.01,61,92,84,55,59
204820,G. Mackay-Steven,27,70,1900000,172.72,69.85,82,69,57,82,90
204821,Y. Toutouh,25,68,900000,187.96,77.11,75,65,71,65,69
204823,Nildo Petrolina,32,73,3100000,175.26,60.78,80,85,39,73,81
204825,B. Wilson,25,63,180000,185.42,73.94,40,22,56,57,32
204826,A. Ba,27,75,3900000,198.12,78.93,53,66,80,30,34
204830,Vadillo,23,77,3200000,180.34,69.85,93,36,41,73,90
204838,R. Jimenez,27,79,12000000,187.96,81.19,76,76,78,49,73
204840,D. van Mieghem,28,69,1100000,170.18,68.04,90,66,41,76,87
204841,D. Riascos,32,72,2500000,180.34,73.03,82,75,77,70,77
204842,Y. Brecher,25,74,875000,195.58,88,42,24,67,44,48
204845,A. Affane,24,69,500000,175.26,69.85,69,64,49,89,91
204847,T. Kane,24,73,1000000,180.34,69.85,74,74,58,69,65
204849,M. Bueno,24,75,1300000,182.88,72.12,76,74,72,61,73
204850,T. Nguen,24,71,1100000,175.26,59.87,91,71,48,85,91
204860,K. Hemmings,26,66,650000,185.42,78.02,71,76,75,64,74
204863,Ivan Sanchez,25,70,1200000,175.26,63.96,87,77,34,84,81
204874,A. Katai,27,74,6000000,182.88,69.85,64,71,68,73,67
204876,Clerc,26,73,1800000,182.88,68.95,80,90,72,67,73
204881,P. Camara,25,67,250000,195.58,69.85,54,32,47,35,36
204882,R. Williams,24,70,975000,172.72,67.13,78,77,63,80,84
204883,B. Samba,24,69,500000,185.42,78.93,57,28,65,54,39
204884,B. Mendy,23,86,20000000,185.42,84.82,86,81,81,70,68
204886,P. Gouano,24,81,8000000,185.42,78.02,67,71,78,45,55
204889,B. Mensah,23,64,210000,172.72,58.97,78,54,53,84,75
204892,D. SchÅtz,27,62,325000,170.18,66.22,81,75,32,91,93
204904,M. Bauer,26,77,5500000,180.34,73.94,86,74,68,71,72
204908,D. Ndongala,27,73,4200000,170.18,58.97,86,69,40,91,93
204915,K. Guthrie,25,64,450000,190.5,69.85,67,61,68,62,63
204920,D. Zbozie,29,71,1800000,185.42,79.83,75,77,71,70,63
204922,A. Leitner,24,72,825000,182.88,72.12,26,17,37,31,30
204923,M. Sabitzer,24,84,22500000,177.8,77.11,77,84,76,79,75
204935,J. Pickford,24,88,25000000,185.42,77.11,44,45,70,55,55
204936,J. Egan,25,77,3500000,187.96,74.84,65,75,81,70,60
204939,O. Petrak,26,73,1800000,185.42,78.93,76,73,73,60,66
204946,Y. Otsu,28,68,900000,180.34,73.03,72,88,71,64,73
204963,Carvajal,26,87,31500000,172.72,73.03,84,84,74,79,81
204966,Adrian Ortola,24,75,1100000,182.88,72.12,52,43,54,62,54
204970,F. Thauvin,25,87,39000000,177.8,69.85,80,83,66,71,86
204977,I. Piris,29,72,2400000,172.72,73.03,72,75,64,75,79
204987,B. Blume,26,68,775000,177.8,73.03,72,70,62,82,78
204992,M. Kone,26,73,2200000,175.26,68.95,84,64,71,76,82
205008,Adryan,23,77,3200000,175.26,69.85,76,67,60,76,82
205015,J. Grimmer,24,72,750000,182.88,83.01,79,79,60,68,78
205019,J. Caprice,25,62,160000,177.8,73.03,80,70,62,63,72
205026,S. Byrne,25,63,260000,182.88,73.94,74,64,67,59,56
205036,R. Millen,23,58,60000,187.96,74.84,60,58,57,65,48
205038,F. Helstrup,25,69,500000,187.96,82.1,68,72,75,56,60
205044,S. Maier,24,73,1200000,177.8,68.04,68,60,53,76,83
205045,N. Rseler,26,70,900000,190.5,69.85,60,68,74,30,68
205048,K. Vollmann,24,71,1100000,175.26,69.85,81,77,62,88,84
205049,N. Ansell,24,71,625000,185.42,83.01,38,73,82,62,59
205053,R. McCabe,25,65,450000,172.72,73.94,74,76,63,72,78
205054,K. Naismith,26,67,750000,185.42,78.02,75,71,74,85,75
205068,Cristiano,27,70,725000,193.04,88,33,37,85,30,37
205069,Bernat,25,77,7500000,170.18,67.13,78,77,55,88,86
205070,Portu,26,81,17500000,177.8,69.85,80,83,71,72,79
205072,D. Pedersen,25,69,600000,185.42,73.94,73,78,72,72,71
205073,F. Kiss,27,69,875000,185.42,74.84,41,81,78,67,58
205075,K. Bigler,25,63,210000,170.18,69.85,71,74,72,88,67
205081,Diego Oliveira,28,73,4100000,177.8,78.02,74,76,81,68,59
205083,F. Fajr,29,78,10000000,177.8,71.21,61,66,67,71,74
205085,W. Kamavuaka,28,68,725000,187.96,81.19,65,75,78,52,52
205086,P. Klement,25,72,2800000,175.26,71.21,65,65,51,82,83
205089,M. Valoti,24,73,1300000,187.96,73.03,71,67,32,76,72
205091,N. Gotfredsen,29,63,280000,185.42,78.02,78,64,71,62,64
205094,Jo Young Cheol,29,67,750000,180.34,83.01,68,66,54,66,74
205096,B. Thoelke,26,71,925000,190.5,83.91,41,56,86,41,37
205114,T. Inui,30,80,14000000,170.18,63.05,77,76,51,93,94
205121,Rudy,29,67,750000,187.96,73.03,79,63,70,54,75
205122,Adriano Facchini,35,71,550000,185.42,73.94,39,30,69,48,32
205138,F. Hasani,28,70,1800000,187.96,74.84,74,74,72,68,79
205145,S. Fraser,23,69,325000,182.88,68.95,67,71,35,61,70
205153,A. Guira,30,64,425000,185.42,74.84,69,84,82,60,69
205156,Choe Yeong Joon,26,68,950000,175.26,73.03,69,73,70,62,79
205157,Ruiz de Galarreta,24,75,2300000,175.26,68.95,65,70,58,78,75
205158,Guillermo,25,76,3200000,180.34,73.94,78,84,71,67,74
205159,C. Raglan,25,64,300000,185.42,74.84,67,69,78,58,41
205161,H. Bunn,25,64,450000,175.26,73.94,71,59,55,61,70
205163,E. Huws,24,74,1400000,177.8,73.03,67,73,64,58,66
205175,A. Milik,24,88,25500000,185.42,78.02,74,73,78,63,68
205185,Ilori,25,73,1100000,190.5,79.83,73,64,74,53,61
205186,P. Gazzaniga,26,78,5000000,195.58,89.81,65,45,67,49,64
205188,R. Alioui,26,73,2200000,185.42,82.1,74,64,75,46,69
205190,B. Sankoh,26,70,800000,180.34,73.03,51,61,74,62,63
205192,Denis Suarez,24,86,17500000,175.26,68.95,77,72,57,76,82
205193,K. Rekik,23,83,14000000,185.42,78.93,69,70,80,64,65
205194,Ewerton,29,74,4400000,187.96,88.9,61,60,79,61,63
205201,O. Yokulu,24,83,10500000,190.5,86.18,74,87,83,62,62
205202,W. Golla,26,67,550000,185.42,79.83,59,69,75,67,63
205210,O. Lewicki,25,75,3300000,170.18,68.04,60,82,70,85,83
205211,M. Borjan,30,73,0,195.58,83.91,40,55,77,42,38
205212,David Ferreiro,30,71,2200000,170.18,63.05,84,39,42,89,87
205215,Igor Rossi,29,69,825000,187.96,82.1,49,70,83,43,33
205216,Sergio Marakis,26,69,775000,177.8,76.2,64,67,76,73,62
205225,M. Akáa,27,65,450000,182.88,74.84,68,59,74,68,56
205232,D. McGeouch,25,71,1100000,177.8,68.95,66,76,68,81,69
205243,M. Wague,27,75,3900000,190.5,87.09,59,67,90,46,46
205256,K. Boli,27,74,2400000,182.88,76.2,68,72,80,59,65
205257,N. Sliti,25,77,9000000,172.72,76.2,75,81,68,84,79
205267,J. Rodrguez,25,64,130000,185.42,79.83,62,41,62,68,64
205276,Lee Kwang Jin,26,58,90000,177.8,66.22,85,59,49,63,77
205288,Fernando,28,68,475000,185.42,78.93,47,30,60,56,44
205291,H. Stengel,22,75,1100000,180.34,73.94,52,77,69,75,71
205295,H. Soudani,30,76,7500000,177.8,74.84,78,54,72,68,77
205321,J. Naismith,24,72,750000,187.96,83.01,79,82,79,58,63
205331,Zhang Jiaqi,26,61,160000,193.04,74.84,57,75,84,37,55
205334,A. Koura,25,71,1000000,172.72,69.85,91,57,64,81,80
205340,Marcelo,28,76,6000000,182.88,73.94,64,66,71,68,64
205343,J. Akpa Akpro,25,75,3800000,180.34,71.21,81,84,57,71,77
205346,R. Fredericks,25,75,4000000,180.34,73.94,94,77,65,76,77
205347,M. Luongo,25,77,6000000,175.26,76.2,74,92,72,76,79
205351,A. Pritchard,25,78,7500000,170.18,62.14,66,62,32,85,75
205352,J. Archer,25,73,1600000,190.5,79.83,42,27,57,40,50
205353,Cristian Ceballos,25,71,1100000,177.8,68.04,77,59,59,73,77
205360,K. Roofe,25,76,7000000,177.8,64.86,80,75,67,78,83
205362,M. Nastasi,25,84,18500000,187.96,83.01,77,62,78,59,65
205363,M. Bianchetti,25,72,2300000,187.96,81.19,68,62,81,48,67
205364,F. Novak,28,73,3200000,182.88,78.02,78,86,71,67,79
205365,J. Kopic,28,73,4000000,180.34,78.93,79,71,58,80,75
205377,D. Leon,25,68,350000,185.42,88,46,20,79,51,42
205378,B. Valette,25,67,525000,185.42,78.02,45,37,62,32,33
205382,E. Boldewijn,25,67,775000,185.42,76.2,90,64,66,65,78
205386,G. Hubert,24,72,825000,198.12,88,43,30,68,37,33
205388,E. Akichi,28,68,700000,177.8,74.84,69,82,59,68,71
205391,S. Meãte,24,79,8000000,187.96,79.83,67,81,86,54,67
205393,J. Baldwin,25,71,725000,185.42,69.85,66,77,76,65,71
205401,V. Qazaishvili,25,75,4900000,175.26,79.83,62,69,71,73,76
205402,J. Boâtius,24,78,7500000,177.8,76.2,85,77,53,67,89
205406,L. Martinelli,29,66,500000,185.42,73.03,54,60,79,61,57
205407,D. Baselli,26,82,15500000,182.88,69.85,69,75,67,75,79
205408,S. Gentiletti,33,75,2700000,185.42,77.11,68,38,78,62,61
205409,S. Sosa,31,74,3400000,182.88,78.93,42,38,71,50,60
205410,G. Espinoza,28,70,1800000,177.8,77.11,47,81,74,66,72
205419,De Los Reyes,26,68,550000,182.88,78.93,77,88,69,59,67
205423,H. Shala,26,70,950000,177.8,71.21,74,65,53,81,80
205425,Lus Leal,31,72,2800000,175.26,69.85,74,68,75,74,69
205427,Djaniny,27,78,10500000,190.5,78.02,85,82,81,67,76
205431,N. FÅllkrug,25,79,12500000,187.96,83.01,65,73,83,52,66
205443,S. Benyamina,28,67,800000,190.5,78.93,77,66,79,66,64
205447,M. Kuhn,26,69,850000,177.8,76.2,85,81,62,77,76
205451,B. Rcker,28,70,1400000,198.12,92.08,42,66,90,32,32
205452,A. RÅdiger,25,84,22500000,190.5,84.82,78,60,82,50,59
205455,A. Weis,28,69,725000,187.96,83.91,40,29,60,40,38
205460,C. Schoppenhauer,26,68,650000,185.42,77.11,52,54,74,59,51
205461,M. Wegner,29,63,375000,177.8,79.83,68,80,77,81,73
205463,M. Thiede,26,65,425000,177.8,74.84,69,69,57,77,77
205465,M. Pui,30,67,725000,187.96,76.2,70,76,77,72,70
205469,S. Kverkvelia,26,80,8500000,195.58,87.09,74,79,86,36,41
205478,M. Krmenk,25,80,9000000,190.5,89.81,76,65,84,57,70
205481,M. Bennett,21,77,1100000,177.8,63.96,76,58,77,65,74
205485,A. Henley,24,67,475000,177.8,78.02,73,68,62,75,71
205491,J. Espericueta,23,70,700000,177.8,77.11,63,46,63,63,70
205495,A. Lozano,25,79,7500000,185.42,78.93,79,68,81,65,69
205496,Nicolas,30,69,675000,190.5,84.82,41,32,77,45,37
205498,Jorginho,26,87,38000000,180.34,67.13,69,79,66,73,80
205518,Y. Croizet,26,69,1000000,177.8,83.01,73,69,73,74,79
205524,R£ben Ferreira,28,73,3200000,182.88,67.13,65,85,60,63,68
205525,Bernard,25,81,17500000,165.1,59.87,86,68,34,96,94
205529,L. Antei,26,74,2500000,187.96,77.11,52,58,70,41,47
205531,V. Verre,24,76,3100000,180.34,69.85,67,72,66,75,73
205533,A. Juel Andersen,27,67,600000,187.96,83.91,80,76,73,59,67
205535,T. Klve,27,67,800000,177.8,76.2,76,80,50,84,77
205540,J. Ibe,22,79,7500000,175.26,81.19,78,67,66,81,80
205548,N. Bellomo,27,68,925000,175.26,69.85,66,71,62,69,72
205551,lvaro Lemos,25,74,2400000,175.26,76.2,77,80,66,80,74
205553,L. Ceppitelli,28,73,2800000,187.96,83.01,61,59,85,55,55
205554,L. Zima,24,71,475000,193.04,82.1,42,36,79,36,34
205556,L. Krajnc,23,75,2600000,187.96,86.18,65,65,84,64,58
205559,N. Dicko,26,71,1100000,172.72,73.94,86,68,80,76,79
205565,D. Bulthuis,28,68,725000,190.5,88,52,73,91,31,31
205566,Alberto Moreno,25,79,9000000,170.18,64.86,87,81,61,87,84
205569,J. Ward-Prowse,23,82,12000000,172.72,66.22,57,78,57,77,75
205578,P. Ngawa,26,71,925000,187.96,74.84,82,73,72,60,71
205582,A. Forde,24,69,825000,180.34,82.1,73,75,64,74,75
205584,M. Ihiekwe,25,68,650000,185.42,81.19,74,73,76,53,68
205585,J. Price,25,74,2500000,170.18,68.95,55,78,65,84,71
205586,I. Vassell,24,68,700000,175.26,71.21,86,69,73,71,74
205588,I. Hhn,26,71,1100000,182.88,72.12,52,66,67,62,65
205589,C. Thompson,24,64,325000,177.8,77.11,87,86,80,77,79
205590,Lus Hernandez,29,75,5000000,182.88,74.84,69,78,75,68,68
205593,M. Chacon,24,68,575000,175.26,72.12,71,79,58,76,72
205594,Dener,26,74,3700000,185.42,76.2,63,86,67,67,67
205596,J. Husband,24,70,600000,177.8,64.86,69,73,61,67,61
205598,Andre Sousa,27,74,6000000,180.34,78.02,63,77,75,65,66
205600,S. Umtiti,24,92,57000000,182.88,74.84,73,78,84,66,68
205601,C. Atsu,26,75,6500000,165.1,64.86,88,68,36,92,88
205603,M. van Duinen,26,70,1300000,185.42,74.84,78,85,72,62,66
205609,J. Omolo,28,66,525000,177.8,73.03,67,80,73,60,61
205618,S. Walsh,23,74,1200000,180.34,73.03,68,85,66,68,68
205630,L. Abecasis,28,72,2500000,175.26,73.03,81,80,64,73,75
205631,C. Insaurralde,26,70,1900000,182.88,72.12,79,82,63,71,83
205632,L. Ocampos,23,82,12000000,187.96,83.91,79,85,78,58,77
205633,L. Castro,29,78,10000000,182.88,78.02,75,75,68,78,78
205644,C. Chiricï,26,67,825000,170.18,72.12,77,71,59,91,82
205654,M. Kone,28,70,1800000,180.34,71.21,73,83,86,77,77
205655,A. MacDonald,25,73,1000000,182.88,69.85,61,67,73,44,47
205659,A. Cragno,24,84,10500000,182.88,78.02,37,43,55,43,37
205663,M. Busellato,25,68,775000,175.26,73.03,70,89,70,69,84
205669,Lus Martins,26,70,1000000,177.8,67.13,70,64,56,74,71
205670,D. Gayle,27,75,7000000,175.26,78.02,81,70,62,81,83
205672,K. Heerings,28,66,525000,190.5,81.19,46,67,80,47,51
205674,Fran Carbia,26,69,1100000,172.72,67.13,78,65,57,74,81
205676,Tekio,27,67,625000,175.26,72.12,71,90,70,72,58
205678,E. Via,28,82,22500000,172.72,63.05,89,84,58,88,93
205686,T. Savanier,26,75,3800000,170.18,62.14,73,78,56,86,83
205691,R. Pucino,27,72,2200000,182.88,73.94,73,81,66,76,81
205693,S. Haller,24,83,19000000,190.5,91.17,76,72,91,53,68
205701,S. Delev,28,70,1800000,170.18,68.04,83,87,64,88,86
205705,Z. Feddal,28,80,12000000,190.5,83.01,62,64,81,33,50
205711,O. Drame,25,71,2100000,175.26,69.85,90,45,57,76,86
205712,Bruno Andrade,24,68,675000,175.26,73.94,81,68,49,76,86
205720,A. Longhi,29,65,400000,180.34,77.11,73,73,70,61,64
205724,I. Lanni,28,67,525000,185.42,76.2,48,41,43,48,60
205726,G. Brugman,25,74,3700000,175.26,66.22,68,76,59,79,83
205735,M. Pucciarelli,27,75,6500000,175.26,63.96,78,78,48,86,90
205747,M. Sourzac,26,63,260000,187.96,78.02,55,30,65,58,55
205750,I. Kone,27,69,750000,180.34,81.19,69,71,78,58,54
205752,G. Edwards,25,70,950000,175.26,76.2,81,69,38,72,82
205753,E. Salli,25,70,1200000,170.18,71.21,87,68,61,93,83
205756,S. Denswil,25,79,7000000,185.42,81.19,53,64,85,53,60
205759,D. Stojanovi,24,69,375000,195.58,88.9,42,34,60,35,34
205812,P. Terracciano,28,72,1900000,193.04,78.02,42,33,60,45,41
205818,R. Woods,24,77,3500000,172.72,69.85,69,90,67,87,87
205834,S. Lundevall,29,70,1700000,177.8,73.94,74,72,58,72,80
205846,David Bruno,26,70,775000,175.26,72.12,73,78,59,73,72
205849,E. Andrada,27,78,5500000,193.04,81.19,44,45,59,43,34
205850,L. Pavoletti,29,78,10500000,187.96,84.82,63,66,84,59,65
205855,M. Livaja,24,80,10000000,182.88,87.09,76,68,77,61,62
205857,E. Mathoho,28,73,2200000,190.5,76.2,66,75,75,40,41
205858,M. Nyatama,30,71,2200000,175.26,81.19,74,70,68,58,61
205861,A. Mills,24,55,30000,182.88,73.94,48,23,55,65,37
205868,R. Kirilov,26,66,0,170.18,59.87,79,68,33,89,89
205869,Jairo,24,77,7000000,172.72,68.95,84,66,50,87,83
205870,Borja Garca,28,67,500000,180.34,73.94,62,63,70,61,47
205874,F. Kaplan,29,68,600000,190.5,78.93,44,25,70,54,37
205876,F. Diarra,26,69,825000,175.26,69.85,78,71,72,74,81
205877,M. Hancox,24,68,400000,177.8,71.21,69,80,71,78,73
205878,S. Kapino,24,78,3900000,195.58,91.17,43,38,70,45,55
205887,C. Woodrow,23,72,775000,182.88,73.94,61,60,68,62,55
205892,B. Tashchy,24,73,1400000,193.04,89.81,69,80,83,44,55
205894,P. Iliev,26,72,0,182.88,68.95,48,38,52,59,54
205895,A. Ring,27,78,6500000,177.8,73.03,73,77,74,75,78
205897,N. Chalobah,23,81,8500000,185.42,76.2,69,69,75,65,71
205923,B. Davies,25,84,18500000,182.88,76.2,74,85,69,68,70
205926,C. Äavlan,26,69,750000,175.26,69.85,78,73,56,78,74
205929,N. Thomsen,25,71,1300000,180.34,74.84,65,75,64,68,72
205932,J. Illum,26,62,250000,185.42,74.84,70,64,64,63,62
205934,N. Murru,23,77,3500000,180.34,63.96,76,78,66,71,73
205937,N. Varela,27,65,575000,175.26,69.85,80,55,44,76,73
205939,O. Bulut,24,69,825000,177.8,68.95,77,90,57,74,82
205941,C. Chavez,31,69,925000,170.18,66.22,74,68,42,83,75
205942,S. Lung,29,76,4600000,187.96,83.91,35,31,64,62,67
205943,V. Chiriche,28,78,8500000,182.88,74.84,67,66,72,72,57
205951,Rafinha,36,68,100000,182.88,78.02,58,63,68,57,60
205955,B. Montenegro,25,74,1400000,177.8,78.93,79,61,59,71,74
205956,C. Dunne,25,68,650000,187.96,86.18,85,77,75,69,79
205961,Alex Rodrguez,24,68,575000,182.88,78.02,62,65,68,72,60
205963,D. Texeira,27,70,1200000,182.88,68.95,69,64,74,62,68
